index,question,answer
13,"Uma has 13 less cookies than Diana has. Diana has 15 more cookies than Sam, and Oscar has 26 more cookies than Diana. If Uma has 45 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",230
14,"Bob has 3 less cookies than Uma has. Uma has 20 more cookies than Edward, and Wendy has 23 more cookies than Uma. If Bob has 22 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",100
15,"Alice has 13 less cookies than Tina has. Tina has 9 more cookies than Uma, and Hannah has 28 more cookies than Tina. If Alice has 30 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",178
16,"Kevin has 11 less cookies than Rachel has. Rachel has 20 more cookies than Victor, and Alice has 22 more cookies than Rachel. If Kevin has 55 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",255
17,"Kevin has 7 less cookies than Fiona has. Fiona has 13 more cookies than Alice, and Nina has 30 more cookies than Fiona. If Kevin has 49 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",234
18,"Fiona has 8 less cookies than George has. George has 9 more cookies than Kevin, and Tina has 17 more cookies than George. If Fiona has 50 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",232
19,"Yasmine has 11 less cookies than Victor has. Victor has 8 more cookies than Fiona, and Rachel has 30 more cookies than Victor. If Yasmine has 60 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",295
20,"Ian has 8 less cookies than Julia has. Julia has 11 more cookies than Quentin, and Xander has 26 more cookies than Julia. If Ian has 42 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",207
21,"Charlie has 3 less cookies than Zach has. Zach has 9 more cookies than Kevin, and Quentin has 21 more cookies than Zach. If Charlie has 52 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",229
22,"Kevin has 9 less cookies than Yasmine has. Yasmine has 14 more cookies than Wendy, and Alice has 17 more cookies than Yasmine. If Kevin has 21 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",114
23,"Julia has 5 less cookies than Sam has. Sam has 19 more cookies than Tina, and Yasmine has 30 more cookies than Sam. If Julia has 52 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",234
24,"Diana has 12 less cookies than Sam has. Sam has 12 more cookies than Xander, and Hannah has 30 more cookies than Sam. If Diana has 27 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",162
25,"Edward has 7 less cookies than Alice has. Alice has 11 more cookies than Nina, and Laura has 27 more cookies than Alice. If Edward has 54 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",253
26,"Zach has 8 less cookies than Nina has. Nina has 14 more cookies than Quentin, and Tina has 28 more cookies than Nina. If Zach has 30 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",158
27,"Paula has 4 less cookies than Nina has. Nina has 20 more cookies than Michael, and Kevin has 23 more cookies than Nina. If Paula has 52 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",223
28,"Tina has 14 less cookies than George has. George has 13 more cookies than Laura, and Edward has 18 more cookies than George. If Tina has 55 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",267
29,"George has 8 less cookies than Sam has. Sam has 16 more cookies than Edward, and Wendy has 22 more cookies than Sam. If George has 20 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",110
30,"Paula has 13 less cookies than George has. George has 18 more cookies than Sam, and Zach has 15 more cookies than George. If Paula has 57 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",264
31,"Tina has 15 less cookies than Wendy has. Wendy has 9 more cookies than Victor, and Hannah has 27 more cookies than Wendy. If Tina has 32 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",191
32,"George has 11 less cookies than Laura has. Laura has 17 more cookies than Victor, and Bob has 26 more cookies than Laura. If George has 44 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",218
33,"Paula has 11 less cookies than Nina has. Nina has 20 more cookies than George, and Oscar has 19 more cookies than Nina. If Paula has 23 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",124
34,"Wendy has 6 less cookies than Oscar has. Oscar has 12 more cookies than Uma, and Edward has 29 more cookies than Oscar. If Wendy has 56 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",259
35,"Uma has 3 less cookies than Fiona has. Fiona has 18 more cookies than Wendy, and George has 29 more cookies than Fiona. If Uma has 25 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",120
36,"Victor has 13 less cookies than George has. George has 9 more cookies than Zach, and Julia has 21 more cookies than George. If Victor has 29 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",167
37,"Nina has 14 less cookies than Alice has. Alice has 9 more cookies than Wendy, and Rachel has 17 more cookies than Alice. If Nina has 54 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",266
38,"George has 13 less cookies than Ian has. Ian has 10 more cookies than Uma, and Kevin has 22 more cookies than Ian. If George has 23 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",143
39,"Sam has 4 less cookies than Oscar has. Oscar has 14 more cookies than Tina, and Alice has 25 more cookies than Oscar. If Sam has 44 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",199
40,"Bob has 11 less cookies than Rachel has. Rachel has 16 more cookies than Victor, and Yasmine has 22 more cookies than Rachel. If Bob has 52 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",247
41,"Quentin has 13 less cookies than Diana has. Diana has 17 more cookies than Tina, and Julia has 25 more cookies than Diana. If Quentin has 35 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",187
42,"Julia has 5 less cookies than Yasmine has. Yasmine has 11 more cookies than Michael, and Sam has 26 more cookies than Yasmine. If Julia has 58 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",262
43,"Bob has 7 less cookies than Sam has. Sam has 9 more cookies than Kevin, and Nina has 28 more cookies than Sam. If Bob has 60 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",280
44,"Alice has 8 less cookies than Hannah has. Hannah has 20 more cookies than Fiona, and Xander has 20 more cookies than Hannah. If Alice has 53 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",236
45,"Paula has 5 less cookies than Michael has. Michael has 20 more cookies than Victor, and Alice has 23 more cookies than Michael. If Paula has 59 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",254
46,"Oscar has 5 less cookies than Michael has. Michael has 18 more cookies than Charlie, and Diana has 15 more cookies than Michael. If Oscar has 23 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",104
47,"Fiona has 4 less cookies than Laura has. Laura has 14 more cookies than Uma, and George has 20 more cookies than Laura. If Fiona has 41 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",182
48,"Yasmine has 6 less cookies than Hannah has. Hannah has 11 more cookies than Sam, and Fiona has 27 more cookies than Hannah. If Yasmine has 57 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",262
49,"Yasmine has 7 less cookies than Victor has. Victor has 13 more cookies than Hannah, and Alice has 25 more cookies than Victor. If Yasmine has 35 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",173
50,"Laura has 13 less cookies than Diana has. Diana has 12 more cookies than Fiona, and Uma has 25 more cookies than Diana. If Laura has 58 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",284
51,"Julia has 3 less cookies than Hannah has. Hannah has 16 more cookies than Michael, and Bob has 19 more cookies than Hannah. If Julia has 51 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",216
52,"Ian has 15 less cookies than Hannah has. Hannah has 12 more cookies than Bob, and Alice has 28 more cookies than Hannah. If Ian has 43 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",233
53,"Tina has 8 less cookies than Hannah has. Hannah has 14 more cookies than Edward, and Julia has 16 more cookies than Hannah. If Tina has 41 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",190
54,"Victor has 9 less cookies than Quentin has. Quentin has 8 more cookies than Oscar, and Diana has 15 more cookies than Quentin. If Victor has 27 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",142
55,"Yasmine has 3 less cookies than George has. George has 11 more cookies than Laura, and Bob has 25 more cookies than George. If Yasmine has 28 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",135
56,"Hannah has 7 less cookies than Oscar has. Oscar has 15 more cookies than Zach, and Victor has 30 more cookies than Oscar. If Hannah has 54 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",252
57,"Julia has 14 less cookies than Victor has. Victor has 11 more cookies than Wendy, and Nina has 28 more cookies than Victor. If Julia has 20 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",139
58,"Zach has 10 less cookies than Sam has. Sam has 8 more cookies than Victor, and Alice has 24 more cookies than Sam. If Zach has 51 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",250
59,"Ian has 11 less cookies than Uma has. Uma has 18 more cookies than Fiona, and Paula has 17 more cookies than Uma. If Ian has 33 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",164
60,"Bob has 14 less cookies than Zach has. Zach has 12 more cookies than Edward, and Tina has 15 more cookies than Zach. If Bob has 25 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",145
61,"Alice has 3 less cookies than Oscar has. Oscar has 10 more cookies than Charlie, and Ian has 22 more cookies than Oscar. If Alice has 28 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",133
62,"Hannah has 3 less cookies than Xander has. Xander has 17 more cookies than Ian, and Laura has 21 more cookies than Xander. If Hannah has 21 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",97
63,"Sam has 5 less cookies than Nina has. Nina has 18 more cookies than Oscar, and Diana has 18 more cookies than Nina. If Sam has 55 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",235
64,"Fiona has 14 less cookies than Nina has. Nina has 8 more cookies than Julia, and Alice has 28 more cookies than Nina. If Fiona has 39 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",218
65,"Julia has 14 less cookies than Bob has. Bob has 20 more cookies than Victor, and Alice has 25 more cookies than Bob. If Julia has 32 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",175
66,"Tina has 15 less cookies than Oscar has. Oscar has 20 more cookies than Alice, and Kevin has 15 more cookies than Oscar. If Tina has 39 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",196
67,"Diana has 6 less cookies than Wendy has. Wendy has 18 more cookies than Charlie, and Rachel has 23 more cookies than Wendy. If Diana has 53 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",235
68,"George has 12 less cookies than Oscar has. Oscar has 17 more cookies than Paula, and Yasmine has 22 more cookies than Oscar. If George has 31 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",165
69,"Oscar has 11 less cookies than George has. George has 18 more cookies than Diana, and Uma has 24 more cookies than George. If Oscar has 38 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",191
70,"Uma has 6 less cookies than Yasmine has. Yasmine has 8 more cookies than Paula, and Quentin has 28 more cookies than Yasmine. If Uma has 59 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",274
71,"Victor has 10 less cookies than Uma has. Uma has 8 more cookies than Nina, and Xander has 29 more cookies than Uma. If Victor has 59 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",287
72,"Victor has 6 less cookies than George has. George has 13 more cookies than Wendy, and Michael has 21 more cookies than George. If Victor has 39 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",182
73,"Tina has 6 less cookies than Bob has. Bob has 8 more cookies than Edward, and Victor has 25 more cookies than Bob. If Tina has 35 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",175
74,"Ian has 11 less cookies than Hannah has. Hannah has 11 more cookies than Edward, and Zach has 24 more cookies than Hannah. If Ian has 33 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",178
75,"Paula has 6 less cookies than Laura has. Laura has 11 more cookies than Kevin, and Victor has 28 more cookies than Laura. If Paula has 30 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",155
76,"Kevin has 12 less cookies than Nina has. Nina has 18 more cookies than Ian, and Quentin has 15 more cookies than Nina. If Kevin has 20 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",113
77,"Fiona has 8 less cookies than Hannah has. Hannah has 14 more cookies than Quentin, and Yasmine has 29 more cookies than Hannah. If Fiona has 44 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",215
78,"Laura has 8 less cookies than Michael has. Michael has 13 more cookies than Wendy, and Tina has 21 more cookies than Michael. If Laura has 33 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",164
79,"Edward has 10 less cookies than Diana has. Diana has 14 more cookies than Rachel, and Michael has 23 more cookies than Diana. If Edward has 42 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",207
80,"Hannah has 15 less cookies than Edward has. Edward has 11 more cookies than Fiona, and Diana has 19 more cookies than Edward. If Hannah has 29 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",169
81,"Rachel has 8 less cookies than Zach has. Zach has 12 more cookies than Charlie, and Julia has 28 more cookies than Zach. If Rachel has 49 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",236
82,"Bob has 9 less cookies than Rachel has. Rachel has 9 more cookies than Paula, and Nina has 17 more cookies than Rachel. If Bob has 56 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",259
83,"Quentin has 12 less cookies than Nina has. Nina has 10 more cookies than Rachel, and Kevin has 16 more cookies than Nina. If Quentin has 54 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",258
84,"Quentin has 11 less cookies than Kevin has. Kevin has 14 more cookies than Wendy, and George has 30 more cookies than Kevin. If Quentin has 48 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",241
85,"George has 7 less cookies than Julia has. Julia has 13 more cookies than Wendy, and Charlie has 28 more cookies than Julia. If George has 23 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",128
86,"Charlie has 15 less cookies than Nina has. Nina has 14 more cookies than Sam, and Diana has 22 more cookies than Nina. If Charlie has 30 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",173
87,"Oscar has 5 less cookies than Alice has. Alice has 17 more cookies than Diana, and Charlie has 30 more cookies than Alice. If Oscar has 32 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",156
88,"Laura has 14 less cookies than Sam has. Sam has 19 more cookies than Michael, and Ian has 24 more cookies than Sam. If Laura has 53 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",259
89,"Bob has 11 less cookies than Hannah has. Hannah has 18 more cookies than Yasmine, and Michael has 29 more cookies than Hannah. If Bob has 34 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",180
90,"Oscar has 4 less cookies than Diana has. Diana has 13 more cookies than Alice, and Rachel has 17 more cookies than Diana. If Oscar has 47 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",204
91,"Xander has 5 less cookies than Kevin has. Kevin has 19 more cookies than Charlie, and Zach has 26 more cookies than Kevin. If Xander has 54 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",238
92,"Alice has 12 less cookies than Hannah has. Hannah has 8 more cookies than Laura, and Tina has 27 more cookies than Hannah. If Alice has 39 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",211
93,"Hannah has 4 less cookies than Michael has. Michael has 8 more cookies than Laura, and Oscar has 28 more cookies than Michael. If Hannah has 23 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",124
94,"Oscar has 3 less cookies than Zach has. Zach has 13 more cookies than Julia, and Rachel has 19 more cookies than Zach. If Oscar has 27 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",123
95,"Alice has 15 less cookies than Michael has. Michael has 14 more cookies than Diana, and Xander has 22 more cookies than Michael. If Alice has 57 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",281
96,"Wendy has 9 less cookies than Sam has. Sam has 14 more cookies than Zach, and Michael has 28 more cookies than Sam. If Wendy has 23 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",133
97,"Bob has 10 less cookies than Alice has. Alice has 19 more cookies than Charlie, and Diana has 19 more cookies than Alice. If Bob has 44 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",206
98,"Alice has 5 less cookies than Xander has. Xander has 16 more cookies than Julia, and Hannah has 26 more cookies than Xander. If Alice has 34 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",161
99,"Sam has 12 less cookies than Wendy has. Wendy has 8 more cookies than Julia, and George has 21 more cookies than Wendy. If Sam has 42 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",217
100,"Fiona has 7 less cookies than Paula has. Paula has 10 more cookies than Nina, and Yasmine has 16 more cookies than Paula. If Fiona has 27 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",135
101,"Charlie has 15 less cookies than Oscar has. Oscar has 10 more cookies than Uma, and Xander has 27 more cookies than Oscar. If Charlie has 34 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",198
102,"Rachel has 12 less cookies than Tina has. Tina has 19 more cookies than Xander, and Nina has 27 more cookies than Tina. If Rachel has 35 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",184
103,"Uma has 4 less cookies than George has. George has 11 more cookies than Kevin, and Fiona has 17 more cookies than George. If Uma has 54 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",234
104,"Nina has 10 less cookies than Quentin has. Quentin has 14 more cookies than Kevin, and Fiona has 24 more cookies than Quentin. If Nina has 30 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",160
105,"Laura has 7 less cookies than Hannah has. Hannah has 17 more cookies than Quentin, and Wendy has 21 more cookies than Hannah. If Laura has 60 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",265
106,"Victor has 14 less cookies than Wendy has. Wendy has 15 more cookies than Quentin, and Uma has 21 more cookies than Wendy. If Victor has 37 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",196
107,"Tina has 12 less cookies than Uma has. Uma has 20 more cookies than George, and Bob has 19 more cookies than Uma. If Tina has 29 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",151
108,"Ian has 9 less cookies than Tina has. Tina has 18 more cookies than Diana, and Victor has 24 more cookies than Tina. If Ian has 42 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",201
109,"Oscar has 4 less cookies than Charlie has. Charlie has 14 more cookies than Yasmine, and Victor has 16 more cookies than Charlie. If Oscar has 28 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",126
110,"Hannah has 11 less cookies than Rachel has. Rachel has 11 more cookies than George, and Victor has 24 more cookies than Rachel. If Hannah has 49 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",242
111,"Quentin has 5 less cookies than Bob has. Bob has 10 more cookies than Laura, and Kevin has 29 more cookies than Bob. If Quentin has 25 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",134
112,"Michael has 7 less cookies than Quentin has. Quentin has 18 more cookies than Yasmine, and Nina has 15 more cookies than Quentin. If Michael has 42 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",186
113,"Nina has 9 less cookies than Hannah has. Hannah has 10 more cookies than Rachel, and George has 18 more cookies than Hannah. If Nina has 30 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",155
114,"Tina has 5 less cookies than Wendy has. Wendy has 18 more cookies than Sam, and Paula has 24 more cookies than Wendy. If Tina has 42 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",189
115,"Kevin has 8 less cookies than Julia has. Julia has 11 more cookies than Sam, and Michael has 15 more cookies than Julia. If Kevin has 53 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",240
116,"Michael has 7 less cookies than Paula has. Paula has 8 more cookies than Uma, and Tina has 20 more cookies than Paula. If Michael has 50 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",233
117,"Julia has 5 less cookies than Zach has. Zach has 13 more cookies than Nina, and Tina has 24 more cookies than Zach. If Julia has 54 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",242
118,"Diana has 9 less cookies than Paula has. Paula has 20 more cookies than Yasmine, and Wendy has 21 more cookies than Paula. If Diana has 27 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",136
119,"Julia has 14 less cookies than Paula has. Paula has 15 more cookies than Kevin, and Edward has 21 more cookies than Paula. If Julia has 24 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",144
120,"Alice has 4 less cookies than Quentin has. Quentin has 16 more cookies than Diana, and Yasmine has 23 more cookies than Quentin. If Alice has 30 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",139
121,"Yasmine has 4 less cookies than Rachel has. Rachel has 9 more cookies than Uma, and Hannah has 26 more cookies than Rachel. If Yasmine has 53 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",241
122,"Diana has 10 less cookies than Edward has. Edward has 12 more cookies than Wendy, and Hannah has 20 more cookies than Edward. If Diana has 26 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",142
123,"Paula has 15 less cookies than Kevin has. Kevin has 19 more cookies than Michael, and Fiona has 19 more cookies than Kevin. If Paula has 56 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",269
124,"Julia has 8 less cookies than Charlie has. Charlie has 8 more cookies than Uma, and Oscar has 29 more cookies than Charlie. If Julia has 54 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",261
125,"Rachel has 10 less cookies than Diana has. Diana has 15 more cookies than Oscar, and Xander has 30 more cookies than Diana. If Rachel has 47 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",233
126,"Hannah has 8 less cookies than Bob has. Bob has 17 more cookies than Wendy, and Rachel has 28 more cookies than Bob. If Hannah has 38 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",187
127,"Nina has 8 less cookies than Charlie has. Charlie has 8 more cookies than Tina, and Alice has 26 more cookies than Charlie. If Nina has 27 cookies, how many cookies do they have in total? Please reason step by step, and put your final answer within \boxed{answer} as an integer.",150
